Symbol,Name,Currency,Stock Exchange Long,Stock Exchange Short,Timezone Name
SALT,Scorpio Bulkers Inc,USD,New York Stock Exchange,NYSE,America/New_York
SAM,Boston Beer Company Inc,USD,New York Stock Exchange,NYSE,America/New_York
SAMG,Silvercrest Asset Management Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SAN,Banco Santander SA,USD,New York Stock Exchange,NYSE,America/New_York
SAN-B,BANCO SANTANDER/PFD SH S 6,USD,New York Stock Exchange,NYSE,America/New_York
SANM,Sanmina Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SANW,S&W Seed Company,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SAP,SAP SE,USD,New York Stock Exchange,NYSE,America/New_York
SAR,Saratoga Investment Corp,USD,New York Stock Exchange,NYSE,America/New_York
SASR,Sandy Spring Bancorp Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SATS,Echostar Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SAUC,"Diversified Restaurant Holdings, Inc",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SAVE,Spirit Airlines Incorporated,USD,New York Stock Exchange,NYSE,America/New_York
SB,"Safe Bulkers, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
SB-C,SAFE BULKERS IN/C% RED EXGBL PFD SH,USD,New York Stock Exchange,NYSE,America/New_York
SB-D,SAFE BLKR  8 SRS D CUM RED PERP PRF,USD,New York Stock Exchange,NYSE,America/New_York
SBAC,SBA Communications Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBBC,SCORPIO TANKERS 8.25 SNR NTS,USD,New York Stock Exchange,NYSE,America/New_York
SBBP,Strongbridge Biopharma plc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBBX,SB One Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBCF,Seacoast Banking Corporation of Florida,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBFG,SB Financial Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBFGP,SB FIN 100 DS REP 1 SER A PERP PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBGI,Sinclair Broadcast Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBGL,Sibanye Gold Ltd,USD,New York Stock Exchange,NYSE,America/New_York
SBH,"Sally Beauty Holdings, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
SBLK,Star Bulk Carriers Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBNA,SCORPIO TANKERS 6.75 NTS,USD,New York Stock Exchange,NYSE,America/New_York
SBNY,Signature Bank,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBOT,Stellar Biotechnologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBOW,SilverBow Resources Inc,USD,New York Stock Exchange,NYSE,America/New_York
SBPH,Spring Bank Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBR,Sabine Royalty Trust,USD,New York Stock Exchange,NYSE,America/New_York
SBRA,Sabra Health Care REIT Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBS,Companhia de Saneamento Bsc DEDSP,USD,New York Stock Exchange,NYSE,America/New_York
SBSI,"Southside Bancshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBT,Sterling Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SBUX,Starbucks Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SC,Santander Consumer USA Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
SCA,STELLUS CAPITAL INVESTMENT 5 75 NTS,USD,New York Stock Exchange,NYSE,America/New_York
SCAC,SABAN CAP ACQUI/SH SH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SCCO,Southern Copper Corp,USD,New York Stock Exchange,NYSE,America/New_York
SCE-G,SCE TR II/5.10% PFD SH,USD,New York Stock Exchange,NYSE,America/New_York
SCE-H,SCE TR III/PFD SH,USD,New York Stock Exchange,NYSE,America/New_York
SCE-J,SCE TR IV/RED EXGBL PREF SH,USD,New York Stock Exchange,NYSE,America/New_York
SCE-K,SCE Tr V/PFD sh,USD,New York Stock Exchange,NYSE,America/New_York
SCE-L,SCE TRUST VI TR PRF,USD,New York Stock Exchange,NYSE,America/New_York
SCHL,Scholastic Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SCHN,"Schnitzer Steel Industries, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SCHW,Charles Schwab Corporation Common Stock,USD,New York Stock Exchange,NYSE,America/New_York
SCHW-C,SCHWAB CHARLES/ADR,USD,New York Stock Exchange,NYSE,America/New_York
SCHW-D,CL SB DS REP 1 40 NON CUM SRS D PRF,USD,New York Stock Exchange,NYSE,America/New_York
SCI,Service Corporation International,USD,New York Stock Exchange,NYSE,America/New_York
SCKT,"Socket Mobile, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SCL,Stepan Company,USD,New York Stock Exchange,NYSE,America/New_York
SCM,Stellus Capital Investment Corp,USD,New York Stock Exchange,NYSE,America/New_York
SCON,"Superconductor Technologies, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SCOR,"COMSCORE, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SCPH,Scpharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SCS,Steelcase Inc.,USD,New York Stock Exchange,NYSE,America/New_York
SCSC,"ScanSource, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SCVL,"Shoe Carnival, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SCWX,Secureworks Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SCX,L S Starrett Co Class A,USD,New York Stock Exchange,NYSE,America/New_York
SCYX,SCYNEXIS Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SCZ,ISHARES TR/MSCI EAFE SMALL CAP,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SD,SandRidge Energy Inc.,USD,New York Stock Exchange,NYSE,America/New_York
SDLP,Seadrill Partners LLC,USD,New York Stock Exchange,NYSE,America/New_York
SDR,SandRidge Mississippian Trust II,USD,New York Stock Exchange,NYSE,America/New_York
SDRL,Seadrill Ltd,USD,New York Stock Exchange,NYSE,America/New_York
SDT,Sandridge Mississippian Trust I,USD,New York Stock Exchange,NYSE,America/New_York
SDVY,1ST TR EXHCANGE/SMID CAP RISING DIV,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SE,Sea Ltd,USD,New York Stock Exchange,NYSE,America/New_York
SEAC,SeaChange International,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SEAS,SeaWorld Entertainment Inc,USD,New York Stock Exchange,NYSE,America/New_York
SECO,Secoo Holding Ltd - ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SEDG,Solaredge Technologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SEE,Sealed Air Corp,USD,New York Stock Exchange,NYSE,America/New_York
SEED,Origin Agritech Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SEIC,SEI Investments Company,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SELB,Selecta Biosciences Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SELF,Global Self Storage Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SEM,Select Medical Holdings Corporation,USD,New York Stock Exchange,NYSE,America/New_York
SEMG,SemGroup Corp,USD,New York Stock Exchange,NYSE,America/New_York
SENEA,Seneca Foods Corp Class A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SENEB,Seneca Foods Corp Class B,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SERV,Servicemaster Global Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
SES,"Synthesis Energy Systems, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SESN,Sesen Bio Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SF,Stifel Financial Corp,USD,New York Stock Exchange,NYSE,America/New_York
SF-A,STIFL FNL DS REP NN CUM SRS A PRF,USD,New York Stock Exchange,NYSE,America/New_York
SFB,STIFEL FINANCIAL 5 20 SNR NTS,USD,New York Stock Exchange,NYSE,America/New_York
SFBC,Sound Financial Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SFBS,"ServisFirst Bancshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SFE,"Safeguard Scientifics, Inc",USD,New York Stock Exchange,NYSE,America/New_York
SFET,SAFE T GRP LTD/S ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SFIX,Stitch Fix Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SFL,Ship Finance International Limited,USD,New York Stock Exchange,NYSE,America/New_York
SFLY,"Shutterfly, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SFM,Sprouts Farmers Market Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SFNC,Simmons First National Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SFS,Smart & Final Stores Inc,USD,New York Stock Exchange,NYSE,America/New_York
SFST,"Southern First Bancshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SFUN,Fang Holdings Ltd,USD,New York Stock Exchange,NYSE,America/New_York
SGA,"Saga Communications, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGBX,SG Blocks Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGC,Superior Group of Companies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGEN,"Seattle Genetics, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGH,Smart Global Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGLB,Sigma Labs Inc. Common Stock,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGMA,SigmaTron International,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGMO,Sangamo Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGMS,Scientific Games Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGOC,"SGOCO Group, Ltd. Ordinary Shares",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGRP,SPAR Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGRY,Surgery Partners Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGU,Star Group LP,USD,New York Stock Exchange,NYSE,America/New_York
SGYP,Synergy Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SGZA,SELECTIVE INSURANCE 5.875% SNR NTS,USD,New York Stock Exchange,NYSE,America/New_York
SHAK,Shake Shack Inc,USD,New York Stock Exchange,NYSE,America/New_York
SHBI,"Shore Bancshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SHEN,Shenandoah Telecommunications Company,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SHG,"Shinhan Financial Group Co., Ltd.",USD,New York Stock Exchange,NYSE,America/New_York
SHI,Sinopec Shanghai Petrochemical Co. ADR,USD,New York Stock Exchange,NYSE,America/New_York
SHIP,Seanergy Maritime Holdings Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SHLO,"Shiloh Industries, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SHLX,Shell Midstream Partners LP,USD,New York Stock Exchange,NYSE,America/New_York
SHO,Sunstone Hotel Investors Inc,USD,New York Stock Exchange,NYSE,America/New_York
SHO-E,Sunstone Hotel Investors Inc Preferred Shares Series E,USD,New York Stock Exchange,NYSE,America/New_York
SHO-F,SUNSTN HOTL 6.450 CUM REDM SRS F PRF,USD,New York Stock Exchange,NYSE,America/New_York
SHOO,"Steven Madden, Ltd.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SHOP,Shopify Inc,USD,New York Stock Exchange,NYSE,America/New_York
SHOS,Sears Hometown and Outlet Stores Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SHSP,SharpSpring Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SHV,iShares Barclays Short Treasury Bond Fnd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SHW,Sherwin-Williams Co,USD,New York Stock Exchange,NYSE,America/New_York
SHY,iShares Barclays 1-3 Year Treasry Bnd Fd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SIBN,SI-Bone Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SIC,Select Interior Concepts Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SID,Companhia Siderurgica Nacional,USD,New York Stock Exchange,NYSE,America/New_York
SIEB,Siebert Financial Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SIEN,Sientra Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SIFI,"SI Financial Group, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SIFY,Sify Technologies Limited,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SIG,Signet Jewelers Ltd.,USD,New York Stock Exchange,NYSE,America/New_York
SIGA,"SIGA Technologies, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SIGI,Selective Insurance Group,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SILC,Silicom Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SIMO,Silicon Motion Technology Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SINA,SINA Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SINO,"Sino-Global Shipping America, Ltd.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SINT,SINTX Technologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SIRI,Sirius XM Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SITC,Site Centers Corp,USD,New York Stock Exchange,NYSE,America/New_York
SITC-A,Site Centers Corp Depository Receipt Class A,USD,New York Stock Exchange,NYSE,America/New_York
SITC-J,SITE CNTR DS REP CUM RED CL J PRF,USD,New York Stock Exchange,NYSE,America/New_York
SITC-K,SITE CNTR DS REP CUM RED CL K PRF,USD,New York Stock Exchange,NYSE,America/New_York
SITE,SiteOne Landscape Supply Inc,USD,New York Stock Exchange,NYSE,America/New_York
SITO,Sito Mobile Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SIVB,SVB Financial Group,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SIX,Six Flags Entertainment Corp,USD,New York Stock Exchange,NYSE,America/New_York
SJI,South Jersey Industries Inc,USD,New York Stock Exchange,NYSE,America/New_York
SJM,J M Smucker Co,USD,New York Stock Exchange,NYSE,America/New_York
SJR,Shaw Communications Inc Class B,USD,New York Stock Exchange,NYSE,America/New_York
SJT,San Juan Basin Royalty Trust,USD,New York Stock Exchange,NYSE,America/New_York
SJW,SJW Group,USD,New York Stock Exchange,NYSE,America/New_York
SKIS,Peak Resorts Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SKM,SK Telecom Co Ltd,USD,New York Stock Exchange,NYSE,America/New_York
SKOR,FLEXSHARES TR/CR SCORED US CORP B,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SKT,Tanger Factory Outlet Centers Inc.,USD,New York Stock Exchange,NYSE,America/New_York
SKX,Skechers USA Inc,USD,New York Stock Exchange,NYSE,America/New_York
SKY,Skyline Champion Corp,USD,New York Stock Exchange,NYSE,America/New_York
SKYS,Sky Solar Holdings Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SKYW,"SkyWest, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SKYY,1ST TR EXCHANGE/CLOUD COMPUTING ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLAB,Silicon Laboratories,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLB,Schlumberger Limited.,USD,New York Stock Exchange,NYSE,America/New_York
SLCA,U.S. Silica Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
SLCT,Select Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLDB,Solid Biosciences Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLF,Sun Life Financial Inc,USD,New York Stock Exchange,NYSE,America/New_York
SLG,SL Green Realty Corp,USD,New York Stock Exchange,NYSE,America/New_York
SLG-I,SL GREN RLTY 6.50% SRS I CUM RED PRF,USD,New York Stock Exchange,NYSE,America/New_York
SLGL,Sol Gel Technologies Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLGN,Silgan Holdings Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLIM,JANUS DETROIT S/OBESITY ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLM,SLM Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLMBP,SLM CORP/PFD SH S B,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLNO,Soleno Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLP,"Simulations Plus, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLQD,ISHARES TR/0-5 YR INVT GRADE CORP B,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLRC,Solar Capital Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLS,Sellas Life Sciences Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SLTB,SCORPIO BULKERS 7.50 SNR NTS,USD,New York Stock Exchange,NYSE,America/New_York
SLVO,CREDIT SUISSE X LNK SLVR CVR CAL ETN,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SM,SM Energy Co,USD,New York Stock Exchange,NYSE,America/New_York
SMAR,Smartsheet Inc,USD,New York Stock Exchange,NYSE,America/New_York
SMBC,"Southern Missouri Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SMBK,SmartFinancial Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SMCP,ETF S SOLUTIONS/ALPHAMARK ACTIVELY,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SMED,Sharps Compliance Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SMFG,"Sumitomo Mitsui Financial Grp, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
SMG,Scotts Miracle-Gro Co,USD,New York Stock Exchange,NYSE,America/New_York
SMHI,SEACOR Marine Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
SMI,Semiconductor Manufacturing Int'l,USD,New York Stock Exchange,NYSE,America/New_York
SMIT,"Schmitt Industries, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SMLP,Summit Midstream Partners LP,USD,New York Stock Exchange,NYSE,America/New_York
SMMF,"Summit Financial Group, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SMMT,SUMMIT THERAPEU/S ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SMP,"Standard Motor Products, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
SMPL,Simply Good Foods Co,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SMRT,"Stein Mart, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SMSI,"Smith Micro Software, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SMTA,Spirit MTA REIT,USD,New York Stock Exchange,NYSE,America/New_York
SMTC,Semtech Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SMTX,SMTC Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNA,Snap-on Incorporated,USD,New York Stock Exchange,NYSE,America/New_York
SNAP,Snap Inc,USD,New York Stock Exchange,NYSE,America/New_York
SNBR,Sleep Number Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNCR,"Synchronoss Technologies, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SND,Smart Sand Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNDE,SUNDANCE ENERGY/S ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNDR,Schneider National Inc,USD,New York Stock Exchange,NYSE,America/New_York
SNDX,Syndax Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNE,Sony Corp,USD,New York Stock Exchange,NYSE,America/New_York
SNES,SenesTech Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNFCA,Security National Financial Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNGX,"Soligenix, Inc. Common Stock",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNH,Senior Housing Properties Trust,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNHNI,SNR HOUSING PROPERTIES 5.625 SNR NTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNHNL,SENIOR HOUSING PROPERTS 6.25 SNR NTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNHY,Sun Hydraulics Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNLN,HIGHLAND FUNDS/HIGHLAND IBOXX SR L,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNN,Smith & Nephew plc,USD,New York Stock Exchange,NYSE,America/New_York
SNNA,Sienna Biopharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNOA,Sonoma Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNP,China Petroleum & Chemical Corp ADR,USD,New York Stock Exchange,NYSE,America/New_York
SNPS,"Synopsys, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNR,New Senior Investment Group Inc,USD,New York Stock Exchange,NYSE,America/New_York
SNSR,GLB X FUNDS/INTERNET OF THINGS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNSS,"Sunesis Pharmaceuticals, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SNV,Synovus Financial Corp.,USD,New York Stock Exchange,NYSE,America/New_York
SNV-D,SYNOVUS FINAL NON CUM PERP SER D PRF,USD,New York Stock Exchange,NYSE,America/New_York
SNX,SYNNEX Corporation,USD,New York Stock Exchange,NYSE,America/New_York
SO,Southern Co,USD,New York Stock Exchange,NYSE,America/New_York
SOCL,GLB X FUNDS/SOCIAL MEDIA ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SOGO,Sogou Inc,USD,New York Stock Exchange,NYSE,America/New_York
SOHO,SOTHERLY HOTELS/SH SH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SOHOB,SOTHERLY HOTELS/8.0% RED PFD sh S B,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SOHOO,Sotherly Hotels Inc Preferred Shares Series C,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SOHU,Sohu.com Ltd - ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SOI,Solaris Oilfield Infrastructure Inc,USD,New York Stock Exchange,NYSE,America/New_York
SOJA,SOUTHERN SRS 2015A 6.25 JNR SUB NTS,USD,New York Stock Exchange,NYSE,America/New_York
SOJB,STHRN COMP SRS 2016A 5 25 JR SUB NTS,USD,New York Stock Exchange,NYSE,America/New_York
SOJC,SOUTHERN SRS B JNR SUB NTS,USD,New York Stock Exchange,NYSE,America/New_York
SOL,ReneSola Ltd.,USD,New York Stock Exchange,NYSE,America/New_York
SOLO,Electrameccanica Vehicles Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SOLY,Soliton Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SON,Sonoco Products Co,USD,New York Stock Exchange,NYSE,America/New_York
SONA,"Southern National Banc. of Virginia, Inc",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SONO,Sonos Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SORL,"Sorl Auto Parts, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SOXX,iShares S&P NA Tec. Semi. Idx. Fd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SP,SP Plus Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPA,N/A,USD,New York Stock Exchange,NYSE,America/New_York
SPAQ,SPARTAN ENERGY /SH,USD,New York Stock Exchange,NYSE,America/New_York
SPAR,Spartan Motors Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPB,Spectrum Brands Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
SPCB,SuperCom Ltd. Ordinary Shares,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPE-B,SPL OPPORTUNITI/PFD CONV SER B 3.5%,USD,New York Stock Exchange,NYSE,America/New_York
SPEX,Spherix Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPG,Simon Property Group Inc,USD,New York Stock Exchange,NYSE,America/New_York
SPG-J,SIMON PTY GRP I/8.375% RED PFD SH S,USD,New York Stock Exchange,NYSE,America/New_York
SPGI,S&P Global Inc,USD,New York Stock Exchange,NYSE,America/New_York
SPH,Suburban Propane Partners LP,USD,New York Stock Exchange,NYSE,America/New_York
SPHS,Sophiris Bio Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPI,Spi Energy Co Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPKE,Spark Energy Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPKEP,SPARK ENRG 8 75 SRS A CUM RD PRP PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPLK,Splunk Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPLP,Steel Partners Holdings LP,USD,New York Stock Exchange,NYSE,America/New_York
SPN,"Superior Energy Services, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
SPNE,SeaSpine Holdings Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPNS,Sapiens International Corporation N.V.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPOK,Spok Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPOT,Spotify Technology SA,USD,New York Stock Exchange,NYSE,America/New_York
SPPI,"Spectrum Pharmaceuticals, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPR,"Spirit AeroSystems Holdings, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
SPRO,Spero Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPRT,"Support.com, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPSC,"SPS Commerce, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPTN,SpartanNash Co,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPWH,Sportsman's Warehouse Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPWR,SunPower Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
SPXC,SPX Corp,USD,New York Stock Exchange,NYSE,America/New_York
SQ,Square Inc,USD,New York Stock Exchange,NYSE,America/New_York
SQBG,Sequential Brands Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
